,id,acronym,def
7058,t_NSCIG1,NSCIG,National Security Council Interagency Review Group
7059,t_NSCIGARA_1,NSC-IG/ARA,National Security Council Interdepartmental Group for Inter-American Affairs
7060,t_NSCIGEA1,NSC IG/EA,National Security Council Interdepartmental Group on East Asia
7061,t_NSCIGNEA1,NSCIG/NEA,National Security Council Interdepartmental Group for the Near East and SouthAsia
7062,t_NSCOCB1,NSC/OCB,"National Security Council, Operations Coordinating Board"
7063,t_NSCU1,NSC-U/S,"National Security Council, Under Secretaries' Committee"
7064,t_NSCUS1,NSC-U/S,"National Security Council, Under Secretaries' Committee"
7065,t_NSCUSC1,NSC/USC,"National Security Council, Under Secretaries Committee"
7066,t_NSCWG1,NSCWG,National Security Council Working Group
7067,t_NSCWGP_1,NSCWGP,National Security Council Ad Hoc Working Group on Population
7068,t_NSC_1,NSC,National Security Council; also national supervisory committee
7069,t_NSDAP1,NSDAP,Nationalsozialistische Deutsche Arbeiterpartei (National Socialist German Workers Party)
7070,t_NSDD_1,NSDD,National Security Decision Directive
7071,t_NSDF1,NSDF,National Social Democratic Front (of South Vietnam)
7072,t_NSDF_1,NSDF,National Social Democratic Front
7073,t_NSDM1,NSDM,National Security Decision Memorandum
7074,t_NSDM_1,NSDM,National Security Decision Memorandum
7075,t_NSF1,NSF,National Salvation Front (of South Vietnam)
7076,t_NSF_1,NSF,National Science Foundation
7077,t_NSG1,NSG,Navy Security Group
7078,t_NSGT1,NSGT,Non-Self-Governing Territories
7079,t_NSGTaposs1,NSGT's,Non-Self-Governing Territories
7080,t_NSGTs1,NSGTs,non-self-governing territories
7081,t_NSG_1,NSG,Nuclear Suppliers Group
7082,t_NSK1,NSK,Nikita Sergeyevich Khrushchev
7083,t_NSNA_1,NSNA,New China News Agency
7084,t_NSOC1,NSOC,National Security Operations Center
7085,t_NSP1,NSP,National Security Paper
7086,t_NSPG_1,NSPG,National Security Planning Group
7087,t_NSP_1,NSP,Turkish National Salvation Party
7088,t_NSRB1,NSRB,National Security Resources Board
7089,t_NSSD_1,NSSD,National Security Study Directive
7090,t_NSSM1,NSSM,National Security Study Memorandum
7091,t_NSSM_1,NSSM,National Security Study Memorandum
7092,t_NSS_1,NSS,national security strategy
7093,t_NSTAP_1,NSTAP,National Strategic Targeting and Attack Policy
7094,t_NSTL1,NSTL,National Strategic Target List
7095,t_NSTPS1,NSTPS,National Strategic Target Planning Staff
7096,t_NSZ1,NSZ,National Armed Forces (Narodowe Sily Zbrojne); an underground resistance organization in Poland
7097,t_NS_1,N/S,north/south
7098,t_NT1,NT,"New Taiwan Dollar, ROC's unit of currency"
7099,t_NTB1,NTB,National Aeronautics and Space Administration Tech Brief; also National Transportation Board
7100,t_NTE1,NTE,Navy Technical Evaluation; not to exceed
7101,t_NTL1,NTL,national target list
7102,t_NTM1,NTM,Non-Tariff Measures Group (General Agreement on Tariffs and Trade)
7103,t_NTM_1,NTM,national technical means
7104,t_NTPC1,NTPC,National Technical Processing Center
7105,t_NTSC1,NTSC,National Television Systems Committee
7106,t_NTT_1,NTT,Nippon Telegraph and Telephone
7107,t_NU1,NU,"Nahdatul Ulama (Association of Orthodox Muslims), Indonesia"
7108,t_NUF1,NUF,National United Front (Burma)
7109,t_NUF_1,NUF,non-use of Force
7110,t_NUMEC1,NUMEC,Nuclear Materials and Equipment Corporation
7111,t_NUOPTS1,NU-OPTS,nuclear options
7112,t_NUP1,NUP,National Unionist Party of Sudan
7113,t_NUPW1,NUPW,National Union of Plantation Workers (Malaya)
7114,t_NUSAS_1,NUSAS,National Union of South African Students
7115,t_NUSP1,NUSP,National Union of Students of the Philippines
7116,t_NUSUP1,Nusup,series indicator for telegrams from the Department of State to the Delegation to the Geneva Conference on the Discontinuance of Nuclear Weapon Tests
7117,t_NUWEP_1,NUWEP,nuclear weapon employment policy
7118,t_NV1,NV,note verbale
7119,t_NVA1,NVA,"North Vietnamese Army, also PAVN"
7120,t_NVAVC1,NVA/VC,North Vietnamese Army/Viet Cong
7121,t_NVA_1,NVA,"North Vietnamese Army, also PAVN"
7122,t_NVAalsoNVNA1,NVA (also NVNA),North Vietnamese Army
7123,t_NVN1,NVN,North Vietnam; North Vietnamese
7124,t_NVN_1,NVN,North Vietnam
7125,t_NVV1,NVV,Netherlands Federation of Labor
7126,t_NW1,NW,Northwest
7127,t_NWA1,NWA,Northwest Airlines
7128,t_NWC1,NWC,"Division of North and West Coast Affairs, Office of American Republic AffairsComponents of the Department of State."
7129,t_NWDR1,NWDR,Nordwest Deutsche Rundfunk (Northwest German Radio)
7130,t_NWFP1,NWFP,North West Frontier Province of Pakistan
7131,t_NWFZ_1,NWFZ,nuclear weapons free zone
7132,t_NWI1,NWI,Netherlands West Indies
7133,t_NWS_1,NWS,Nuclear Weapons States
7134,t_NW_1,NW,northwest
7135,t_NY1,NY,New York City
7136,t_NYA1,NYA,National Youth Administration
7137,t_NYDels1,NYDels,Delegation to the Foreign Ministers Meeting at New York
7138,t_NYFRC1,NYFRC,New York Federal Records Center
7139,t_NYHT1,NYHT,New York Herald Tribune
7140,t_NYPD1,NYPD or NYCPD,New York City Police Department
7141,t_NYT1,NYT,The New York Times
7142,t_NYT_1,NYT,The New York Times
7143,t_NYU1,NYU,New York University
7144,t_NY_1,N.Y.,New York
7145,t_NZ1,NZ,New Zealand
7146,t_Naf1,Naf,"Communications indicator for messages from the Supreme Allied Commander, Mediterranean, to the Combined Chiefs of Staff"
7147,t_Narkomindel1,Narkomindel,"People's Commissariat for Foreign Affairs of the Soviet Union; the redesignation of Commissariats as ministries in March 1946 changed NKID to MID, Ministry for Foreign Affairs"
7148,t_NatlCap1,Natl Cap,national capacity
7149,t_Natls1,Natl(s),(Chinese) Nationalist(s)
7150,t_Nav1,Nav,Naval
7151,t_NavAide1,NavAide,Naval Aide
7152,t_Negara1,Negara,state (NEI)
7153,t_Negativesecurityassurance_1,Negative security assurance,pledge not to use nuclear weapons against Non-Nuclear Weapon States who signed the Non-Proliferation Treaty
7154,t_Nestor_1,Nestor,voice encryption device
7155,t_Neter1,Neter,communications indicator used on messages relating to the Nether lands sent to the Department of State by the Embassy to the Governments in exile established at London
7156,t_NethDel1,NethDel,Netherlands Delegate (or Delegation)
7157,t_Neths1,Neths.,Netherlands
7158,t_Newberg1,Newberg,series designation for telegrams from the President at Casablanca
7159,t_Niact1,Niact,night action telegram; communications indicator requiring attention by the recipient at any hour of the day or night
7160,t_Niact_1,Niact,Needs Immediate Action
7161,t_Nic1,Nic,Nicaragua
7162,t_Nike1,Nike,United States Army rocket propelled missile
7163,t_Nimrod_1,Nimrod,U.K. maritime patrol aircraft
7164,t_Nina1,Nina,code name for Department of State communications concerning the decision in late June 1966 to bomb POL installations
7165,t_NoContract_1,Nocontract,not releasable to contractors/consultants
7166,t_NoDis1,NoDis,no distribution
7167,t_NoDis_1,NoDis,No Distribution (other than to persons indicated)
7168,t_NoForn1,NoForn,no foreign dissemination
7169,t_NoForn_1,NoForn,no foreign dissemination
7170,t_Noce1,Noce,series indicator for telegrams from the United States Delegation at the Economic Commission for Europe
7171,t_Nocontract_1,Nocontract,Not Releasable to Contractors
7172,t_Nodis1,Nodis,No dissemination or distribution (other than to persons indicated)
7173,t_Nodis_1,Nodis,no distribution (other than to personas indicated)
7174,t_Nofom1,Nofom,no foreign dissemination
7175,t_Noforn1,Noforn,"no foreign dissemination (acronym indicating that the document may not be disseminated to any foreigner, either in the U.S. or overseas)"
7176,t_Noforn_1,Noforn,no dissemination to foreign nationals
7177,t_Noncom_1,Non-com,non-commissioned officer
7178,t_Nor1,Nor,Norway
7179,t_NorAfr1,Nor Afr,North Africa
7180,t_Norep1,Norep,series indicator for telegrams from Oslo and Paris dealing with negotiations between the United States and Norway for Strategic Air Command bases
7181,t_Notal1,Notal,telegram distribution code indicating that the corresponding reference telegram was not sent to all addressees
7182,t_Notal_1,Notal,"not received by all addressees (telegram B, referenced in telegram A, was not sent to all recipients of telegram A)"
7183,t_Notebook1,Notebook,build-up of the air transport route to China
7184,t_Nr1,Nr,number
7185,t_Nrd1,Nrd,numbered
7186,t_O1,O-1 (Bird Dog),"single engine propeller driven, high wing light observation aircraft with one or two crew"
7187,t_OA1,OA,"Division of International Organization Affairs, Department of State"
7188,t_OA2,OA,"or 
PBY, Navy patrol-bomber"
7189,t_OAC1,OAC,"Advisory Committee on Occupied Areas Affairs, Department of State"
7190,t_OAD1,OAD,organization of American States
7191,t_OAFE1,OAFE,"Office for Occupied Areas, Far East, Department of the Army"
7192,t_OAG_1,OAG,Operations Advisory Group; Office of the Attorney General
7193,t_OAIO1,OA-IO,observation plane
7194,t_OANLC1,OANLC,Office of the Army-Navy Liquidation Commissioner
7195,t_OAP1,OAP,"Office of Central American and Panamanian Affairs, Bureau of Inter-American Affairs, Department of State"
7196,t_OAPEC1,OAPEC,Organization of Arab Petroleum Exporting Countries
7197,t_OAPEC_1,OAPEC,Organization of Arab Petroleum Exporting Countries
7198,t_OAPN1,OAP/N,"Officer in Charge of Nicaraguan Affairs, Office of Central American and Panamanian Affairs, Bureau of Inter-American Affairs, Department of State"
7199,t_OAPOSS1,O's,Officers
7200,t_OAR1,OAR,other American Republics
7201,t_OARMA1,OARMA,series indicator for telegrams from the Office of the Army Attache
7202,t_OARS1,OARS,Ocean Area Reconnaissance Satellite
7203,t_OAS,OASD,Office of the Assistant Secretary of Defense
7204,t_OAS1,OAS,Organization of American States; L'Organisation de l'Armee Secrete
7205,t_OASD1,OASD/ISA,Office of the Assistant Secretary of Defense for International Security Affairs
7206,t_OASDISA1,OASD/ISA,Office of the Assistant Secretary of Defense for International Security Affairs
7207,t_OASDISAFMRA1,OASD/ISA/FMRA,"Office of Foreign Military Rights Affairs, Office of Assistant Secretary of Defense for International Security Affairs"
7208,t_OASDISANESA_1,OASD/ISA/NESA,"Near Eastern and South Asian Affairs, Office of the Assistant Secretary of Defense for International Security Affairs"
7209,t_OASDISA_1,OASD/ISA,Office of the Assistant Secretary of Defense for International Security Affairs
7210,t_OASDISP_1,OASD/ISP,office of the Assistant Secretary of Defense for International Security Policy
7211,t_OASDSA1,"OASD, SA","Office of the Assistant Secretary of Defense, Systems Analysis"
7212,t_OASDSA_1,"OASD, SA","Office of the Assistant Secretary of Defense, Systems Analysis"
7213,t_OASD_1,OASD,"Office of the Assistant Secretary of Defense
OASD/ISA, Office of the Assistant Secretary of Defense, International Security Affairs
OBE, overtaken by events OECD, Organization for Economic Cooperation and Development
OMB, Office of Management and Budget
OPEC, Organization of Petroleum Exporting Countries
OSD, Office of the Secretary of Defense
OSI, Office of Scientific Intelligence"
7214,t_OASGA1,OASGA,Organization of American States General Assembly
7215,t_OASGA_1,OASGA,General Assembly (Organization of American States)
7216,t_OASIA1,OASIA,"Office of the Assistant Secretary for International Affairs, Department of the Treasury"
7217,t_OASIA_1,OASIA,"Office of the Assistant Secretary for International Affairs, Department of the Treasury"
7218,t_OAS_1,OAS,"Organization of American States
OASGA, Organization of American States General Assembly
OD, Operating Directive
OEOB, Old Executive Office Building
OES, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State
OES/EN, Directorate for Environmental Affairs, Office of Environmental and Population Affairs, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State
OJCS, Office of the Joint Chiefs of Staff
OMB, Office of Management and Budget
OPIC, Overseas Private Investment Corporation
OPR/LS, Office of Language Services, Bureau of Administration, Department of State ORCON, Dissemination and extraction of information controlled by originator
OSD, Office of the Secretary of Defense
OSD/ISA, Office of the Secretary of Defense, Bureau of International Security Affairs, Department of Defense
OSM, Office of Spectrum Management, National Telecommunications and Information Administration, Department of Commerce"
7219,t_OAU1,OAU,Organization of African Unity
7220,t_OAU_1,OAU,"Organization of African Unity OECD, Organization for Economic Cooperation and Development OMB, Office of Management and Budget OPEC, Organization of Petroleum Exporting Countries"
7221,t_OA_1,OA,"Other Agency
OAG, Operations Advisory Group; Office of the Attorney General 
OAS, Organization of American States
OBE, overtaken by events
OC/P, Diplomatic Pouch and Courier Operations Division, Office of Communications, Department of State
OECD, Organization for Economic Cooperation and Development
OEO, Office of Economic Opportunity
OMB, Office of Management and Budget
ONE, Office of National Estimates, Central Intelligence Agency
OPEC, Organization of the Petroleum Exporting Countries
OPIC, Overseas Private Investment Corporation
OPM, Office of Personnel Management
OSD, Office of the Secretary of Defense
OSI, Office of Special Investigations, U.S. Air Force
OSS, Office of Strategic Services"
7222,t_OB1,O/B,"Office of the Budget, Bureau of Administration, Department of State"
7223,t_OBB1,OBB,old battleship
7224,t_OBE1,O.B.E.,Officer Order of the British Empire
7225,t_OBE_1,OBE,overtaken by events
7226,t_OBF1,OBF,"Office of Budget and Finance, Department of State (to June 1953)"
7227,t_OBP1,O/BP,"Office of Budget Planning and Presentation, Bureau of Administration, Department of State"
7228,t_OC1,OC,"Office of Communications, Department of State; Operating Committee of the Advisory Committee on Export Policy (ACEP)"
7229,t_OCA1,OCA,Office of Coordinator and Advisor
7230,t_OCAM1,OCAM,Organisation Commune Africaine et Malagache (Common Afro-Malagasy and Mauritian Organization)
7231,t_OCAM_1,OCAM,Organzation Commune Africaine et Malagache (African-Malagasy Common Organization)
7232,t_OCB1,OCB,Operations Coordinating Board
7233,t_OCCF1,OCCF,Office Commun des Consommateurs de Ferraille (Common/Central Office of Consumers of Scrap Iron)
7234,t_OCD1,OCD,"Indicator for telegrams from military advisers, United States Delegations to the Paris Peace Conference and the Council of Foreign Ministers, to the War Department"
7235,t_OCDM1,OCDM,Office of Civilian and Defense Mobilization
7236,t_OCI1,OCI,"Office of Current Intelligence, Central Intelligence Agency"
7237,t_OCI_1,OCI,"Office of Current Intelligence, Central Intelligence Agency"
7238,t_OCJCS1,OCJCS,Office of the Chairman of the Joint Chiefs of Staff
7239,t_OCMD1,OCMD,Office of Civil and Defense Mobilization
7240,t_OCO1,OCO,Office of Civil Operations
7241,t_OCON1,OCON,Office of Interministerial Commission for the Implementation of the Agreements Between Spain and the United States
7242,t_OCP_1,OC/P,"Diplomatic Pouch and Courier Operations Division, Office of Communications, Department of State"
7243,t_OCS1,OCS,"Office of the Chief of Staff, Department of the Army"
7244,t_OCSA1,OCSA,"Office of the Chief of Staff, United States Army"
7245,t_OCS_1,OCS,Outer Continental Shelf (offshore oil lands administered by the U.S. federal government)
7246,t_OCT1,O/CT,"Bureau of Administration, Office of the Deputy Assistant Secretary for Communications, Communications Center"
7247,t_OCTAGON1,OCTAGON,"Code name for the Second Quebec Conference, September 11-16, 1944"
7248,t_OCTOCRT1,OC/T (OCR/T),"Telegraph Branch of the Office of Communications and Records, Department of State"
7249,t_OCT_1,OC/T,"Communications Center, Bureau of Administration, Department of State"
7250,t_OD1,OD,overseas development
7251,t_ODA1,ODA,"Office of Dependent Area Affairs, Bureau of International Organization Affairs, Department of State"
7252,t_ODACID1,ODACID,U.S. Embassy
7253,t_ODACID_1,ODACID,U.S. Department of State
7254,t_ODALE1,ODALE,Office of Drug Abuse Law Enforcement
7255,t_ODAP1,ODAP,Office for Drug Abuse Prevention
7256,t_ODAP_1,ODAP,White House Office of Drug Abuse Policy
7257,t_ODASDISA1,ODASD/ISA,Office of the Assistant Secretary of Defense for International Security Affairs
7258,t_ODA_1,ODA,Official Developmental Assistance
7259,t_ODC1,ODC,Overseas Development Council
7260,t_ODC_1,ODC,Office of Defense Coordination
7261,t_ODDI1,O/DDI,"Office of the Deputy Director for Intelligence, Central Intelligence Agency"
7262,t_ODDI_1,O/DDI,"Office of the Deputy Director for Intelligence, Central Intelligence Agency"
7263,t_ODECA1,ODECA,Organizacion de Estados Centro Americanos (Organization of Central American States)
7264,t_ODG1,O/DG,"Office of the Director General of the Foreign Service, Department of State"
7265,t_ODM1,ODM,Office of Defense Mobilization; also designation for documents of the Defense Mobilization Board
7266,t_ODMA1,ODMA,"Office of the Director of Military Assistance, Assistant Secretary of Defense for International Security Affairs"
7267,t_ODMS1,ODMS,"Office of the Director, Mutual Security Agency"
7268,t_ODR1,ODR,"Office of the U.S. Defense Representative, India; succeeded the U.S. Military Supply Mission in 1967"
7269,t_ODT1,ODT,Office of Defense Transportation
7270,t_ODUNIT1,ODUNIT,U.S. Air Force
7271,t_ODUSA_1,ODUSA,Office of the Deputy Undersecretary of the Army
7272,t_ODVA1,ODVA,Organisme de Developpement de la Valle de l'Artibonite Haiti (Artibonite Valley Development Agency of Haiti)
7273,t_ODYOKE1,ODYOKE,U.S. Government
7274,t_ODYOKE_1,ODYOKE,U.S. Government
7275,t_OD_1,OD,Operating Directive
7276,t_OE1,OE,"Division of Occupied Areas Economic Affairs, Department of State"
7277,t_OEA1,OEA,Organizacion de los Estados Americanos (Organization of American States)
7278,t_OEC1,OEC,Office of Economic Coordinator (in Korea)
7279,t_OECD1,OECD,"Organization for Economic Cooperation and Development, Paris"
7280,t_OECDENV1,OECD/ENV,Organization for European Cooperation and Development Environment Committee
7281,t_OECD_1,OECD,Organization for Economic Co-operation and Development
7282,t_OECO1,OECO,Organization for Economic Cooperation and Development
7283,t_OEE1,OEE,"Office of Educational Exchange, Bureau of Educational and Cultural Affairs, Department of State"
7284,t_OEEC1,OEEC,Organization for European Economic Cooperation
7285,t_OEG_1,OEG,Open-Ended Group (NATO)
7286,t_OELAC1,OELAC,Oil Emergency (London) Advisory Committee
7287,t_OEO1,OEO,Office of Economic Opportunity
7288,t_OEOB_1,OEOB,Old Executive Office Building
7289,t_OEO_1,OEO,Office of Economic Opportunity
7290,t_OEP1,OEP,"Office of Economic Policy, Department of Treasury"
7291,t_OEP_1,OEP,Office of Emergency Preparedness
7292,t_OER1,OER,"Office of Economic Research, Central Intelligence Agency"
7293,t_OER_1,OER,"Office of Economic Research, Central Intelligence Agency"
7294,t_OES1,OES,"Office of International Economic and Social Affairs, Bureau of International Organization Affairs, Department of State"
7295,t_OESAPT1,OES/APT,"Office of Advance and Applied Technology Affairs, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7296,t_OESCP1,OES/CP,"Coordinator for Population Affairs, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7297,t_OESCP_1,OES/CP,"Coordinator for Population Affairs, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7298,t_OESENP1,OES/ENP,"Office of Environmental and Population Affairs, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7299,t_OESENPEN1,OES/ENP/EN,"Office of Environmental Affairs, Office of Environmental and Population Affairs, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7300,t_OESENPEN_1,OES/ENP/EN,"Directorate for Environmental Affairs, Office of Environmental and Population Affairs, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7301,t_OESENPPO1,OES/ENP/PO,"Directorate of Population Affairs, Office of Environmental and Population Affairs, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7302,t_OESENPPO_1,OES/ENP/PO,"Directorate for Population Affairs, Office of Environmental and Population Affairs, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7303,t_OESENP_1,OES/ENP,"Office of Environmental and Population Affairs, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7304,t_OESENR_1,OES/ENR,"Office of Food and Natural Resources, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7305,t_OESEN_1,OES/EN,"Directorate for Environmental Affairs, Office of Environmental and Population Affairs, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7306,t_OESE_1,OES/E,"Deputy Assistant Secretary for Environment, Health and Natural Resources, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7307,t_OESOA1,OES/OA,"Office of Ocean Affairs, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7308,t_OESOAMLP1,OES/OA/MLP,"Marine Law and Policy, Office of Ocean Affairs, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7309,t_OESOFA1,OES/OFA,"Office of Fisheries Affairs, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7310,t_OESOFAMST1,OES/OFA/MST,"Office of Marine Science and Technology Affairs, Office of Ocean Affairs, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7311,t_OESOLP1,OES/OLP,"Office of Ocean Law and Policy, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7312,t_OESOLPOCEANS1,OES/OLP/OCEANS,"Office of Oceans Affairs, Office of Ocean Law and Policy, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7313,t_OESOPA_1,OES/OPA,"Office of Oceans and Polar Affairs, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7314,t_OESPAS_1,OES/PAS,"Policy Assessment Staff, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7315,t_OESSCISA1,OES/SCI/SA,"Office of Technology Policy and Space Affairs, Scientific and Technological Affairs, Bureau of Oceans and International Scientific Affairs, Department of State"
7316,t_OESS_1,OES/S,"Deputy Assistant Secretary for Science and Technology Affairs, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7317,t_OES_1,OES,"Bureau of Oceans and International Environmental and Scientific Affairs, Department of State"
7318,t_OEW1,OEW,Office of Economic Warfare (United States)
7319,t_OEX1,OEX,"Office of Educational Exchange, Department of State"
7320,t_OE_1,OE,"Office of Education, Department of Health, Education, and Welfare"
7321,t_OF1,OF,"Office of Finance, Office of the Assistant Secretary of State for Budget and Finance"
7322,t_OFAR1,OFAR,"Office of Foreign Agricultural Relations, Department of Agriculture"
7323,t_OFD1,OFD,"Office of International Financial and Development Affairs, Bureau of Economic Affairs, Department of State"
7324,t_OFDED1,OFD/ED,"Office of International Financial and Development Affairs, Economic Development Division, Bureau of Economic Affairs, Department of State"
7325,t_OFDI1,OFDI,"Office of Foreign Direct Investment, Department of Commerce"
7326,t_OFE1,OFE,"Office of International Finance and Economic Analysis, Bureau of Economic Affairs, Department of State"
7327,t_OFID1,OFID,"Office of Industrial Nations, Department of the Treasury"
7328,t_OFLC1,OFLC,"Office of the Foreign Liquidation Commissioner, Department of State"
7329,t_OFM1,O/FM,"Office of Funds Management, Bureau of Administration, Department of State"
7330,t_OFMA1,OFMA,"Office of Foreign Military Assistance, Office of the Assistant Secretary of Defense for International Security Affairs"
7331,t_OFP1,OFP,Office of Federal Procurement Policy (Office of Management and Budget)
7332,t_OFP_1,OFP,Open Forum Panel
7333,t_OFS1,OFS,"Office of the Foreign Service, Bureau of Administration, Department of State"
7334,t_OGCR_1,OGCR,"Office of Geographic and Cartographic Research, Central Intelligence Agency"
7335,t_OGC_1,OGC,"Office of the General Counsel, CIA"
7336,t_OGIZ1,OGIZ,Association of State Publishing Houses of the Soviet Union
7337,t_OGPU1,OGPU,"Unified State Political Administration (Soviet Secret Police, 1924-1934)"
7338,t_OHA_1,OHA,Office of Humanitarian Affairs
7339,t_OIA1,OIA,"Office of International Administration, Bureau of International Organization Affairs, Department of State"
7340,t_OIC1,OIC,"Office of International Conferences, Bureau of International Organization Affairs"
7341,t_OIC_1,OIC,Organization of the Christian Left
7342,t_OIE1,OIE,Office of Information and Educational ExchangeComponents of the Department of State.
7343,t_OIF1,OIF,"Office of International Finance, Department of the Treasury"
7344,t_OIFTreasury1,OIF/Treasury,"Office of International Finance, Treasury Department"
7345,t_OII1,OII,"Office of International Information, Bureau of Public Affairs, Department of State"
7346,t_OILA1,OILA,"Office of International Labor Affairs, Department of Labor"
7347,t_OIN1,OIN,"Office of Industrial Nations, Department of the Treasury"
7348,t_OIR1,OIR,"Office of Intelligence Research, Bureau of Intelligence and Research, Department of State"
7349,t_OIRDFR1,OIR/DFR,"Division of Research for Far East, Office of Intelligence Research, Special Assistant for Intelligence, Department of State"
7350,t_OIRDRF1,OIR/DRF,"Division of Research for the Far East, Office of Intelligence Research, Department of State"
7351,t_OIRGE1,OIR/GE,"Special Adviser on Geography in the Office of Intelligence Research, Department of State"
7352,t_OIROD1,OIR/OD,"Office of Intelligence Research, Department of State"
7353,t_OISP1,OISP,Overseas International Security Program
7354,t_OIT1,OIT,Office of International TradeComponents of the Department of State.
7355,t_OJCS1,OJCS,Office of the Joint Chiefs of Staff
7356,t_OJCS_1,OJCS,Office/Organization of the Joint Chiefs of Staff
7357,t_OJEIRF1,OJEIRF,Occupied Japan Export-Import Revolving Fund
7358,t_OJSC1,OJSC,Office of the Joint Chiefs of Staff
7359,t_OLA1,OLA,"Office of Latin American Operations, Foreign Operations Administration"
7360,t_OLADE_1,OLADE,Organizacion Latinoamericana de Energia (Latin American Energy Organization)
7361,t_OLC1,OLC,Office of the Land Commissioner
7362,t_OLDP1,OLDP,Okinawan Liberal Democratic Party
7363,t_OLI1,OLI,"Office of Libraries and Intelligence-Acquisition, Department of State"
7364,t_OLPAR1,OLPAR,Other Large Phased-Array Radar
7365,t_OLPARS1,OLPARS,other large phased array radars
7366,t_OL_1,O/L,outlays
7367,t_OM1,OM,operations memorandum (Department of State)
7368,t_OMA1,OMA,"Office of Military Assistance, Office of the Assistant to the Secretary of Defense (International Security Affairs)"
7369,t_OMA_1,OMA,orderly marketing agreement
7370,t_OMB1,OMB,"Office of Management and Budget, Executive Office of the President"
7371,t_OMBEG1,OMB/EG,"Directorate for Economics and Government, Office of Management and Budget, Executive Office of the President"
7372,t_OMBFDM1,OMB/FDM,"Federal Drug Management, Office of Management and Budget, Executive Office of the President"
7373,t_OMB_1,OMB,Office of Management and Budget
7374,t_OMGUS1,OMGUS,Office of Military Government of the United States for Germany
7375,t_OMI1,OM/I (OMI),"Operations Mission, Iran"
7376,t_OMMS1,OM/MS,"Office of Management, Department of State"
7377,t_OMP1,O/MP,"Management Planning Staff, Office of the Deputy Under Secretary of State for Administration"
7378,t_OMV1,OMV,Osterreichische Mineralverwaltung (Austrian Mineral Administration)
7379,t_OM_1,O&M,operations and maintenance
7380,t_ON1,ON,"Office of News, Department of State"
7381,t_ONA1,ONA,Overseas News Agency
7382,t_ONA_1,ONA,Overseas National Airways
7383,t_ONE1,ONE,"Office of National Estimates, Central Intelligence Agency"
7384,t_ONEOCI1,ONE/OCI,Office of National Estimates/Office of Current Intelligence
7385,t_ONESAICA1,O/NESA/ICA,"Office of Near East and South Asia Operations, International Cooperation Administration"
7386,t_ONE_1,ONE,"Office of National Estimates, Central Intelligence Agency"
7387,t_ONI1,ONI,"Office of Naval Intelligence, Department of the Navy"
7388,t_ONNI1,ONNI,Office of National Narcotics Intelligence
7389,t_ONR1,ONR,Office of Naval Research
7390,t_ONUC1,ONUC,United Nations Congo Operation (Force de L'Organization des Nations Unies au Congo)
7391,t_OO1,OO,Office of Operations
7392,t_OOA1,OOA,"Office of Occupied Areas, Department of the Army"
7393,t_OOF1,OOF,"Office of Operating Facilities, Department of State"
7394,t_OP1,OP,Office of the Chief of Naval Operations; operations plan
7395,t_OPA1,OPA,Omada gia mia Proletariaki Aristera (Group for a Proletarian Left)
7396,t_OPAG_1,OPAG,Operations Advisory Group
7397,t_OPANAL1,OPANAL,Organization for the Prohibition of Nuclear Weapons in Latin America
7398,t_OPANAL_1,OPANAL,Organization for the Prohibition of Nuclear Weapons in Latin America
7399,t_OPARs1,OPAR(s),"Operations Program Approval Request(s), administrative form(s) used by the International Cooperation Administration to request allocation(s) of local currency resources"
7400,t_OPC1,OPC,"Office of Policy Coordination, Central Intelligence Agency"
7401,t_OPCON1,OPCON,operational control
7402,t_OPCON_1,OPCON,operational control
7403,t_OPCs1,OPC's,overseas participating countries
7404,t_OPD1,OPD,"Operations Division, War Department General Staff"
7405,t_OPD_1,OPD,Office of Policy Development
7406,t_OPEC1,OPEC,Organization of Petroleum Exporting Countries
7407,t_OPEC_1,OPEC,Organization of the Petroleum Exporting Countries
7408,t_OPEX1,OPEX,"United Nations technical assistance program for providing operational, executive, and administrative personnel"
7409,t_OPI1,OPI,"Office of Public Information, (Republic of Korea)"
