,id,title,classification,publication_date,page_count,content_type
1122,CIA-RDP82-00850R000100080042-6,JPRS ID: 8641  WEST EUROPE REPORT,U,,38,REPORTS
1123,CIA-RDP82-00850R000100090001-0,JPRS ID: 8642  JAPAN REPORT,U,,51,REPORTS
1124,CIA-RDP82-00850R000100090002-9,JPRS ID: 8643  NEAR EAST/NORTH AFRICA REPORT,U,,34,REPORTS
1125,CIA-RDP82-00850R000100090003-8,JPRS ID: 8644  WORLDWIDE REPORT LAW OF THE SEA,U,,23,REPORTS
1126,CIA-RDP82-00850R000100090004-7,JPRS ID: 8645  SUB-SAHARAN AFRICA REPORT,U,,30,REPORTS
1127,CIA-RDP82-00850R000100090005-6,JPRS ID: 8646  WEST EUROPE REPORT,U,,30,REPORTS
1128,CIA-RDP82-00850R000100090006-5,JPRS ID: 8647  USSR REPORT ENGINEERING AND EQUIPMENT,U,,31,REPORTS
1129,CIA-RDP82-00850R000100090007-4,JPRS ID: 8648  WORLDWIDE REPORT NARCOTICS AND DANGEROUS DRUGS,U,,65,REPORTS
1130,CIA-RDP82-00850R000100090008-3,JPRS ID: 8649  USSR REPORT ECONOMIC AFFAIRS,U,,35,REPORTS
1131,CIA-RDP82-00850R000100090009-2,JPRS ID: 8650  WEST EUROPE REPORT,U,,52,REPORTS
1132,CIA-RDP82-00850R000100090010-0,JPRS ID: 8651  WORLDWIDE REPORT ENVIRONMENTAL QUALITY,U,,28,REPORTS
1133,CIA-RDP82-00850R000100090011-9,JPRS ID: 8652  USSR REPORT RESOURCES,U,,56,REPORTS
1134,CIA-RDP82-00850R000100090012-8,JPRS ID: 8653  USSR REPORT METEORLOGY AND HYDROLOGY,U,,191,REPORTS
1135,CIA-RDP82-00850R000100090013-7,JPRS ID: 8654  SUB-SAHARAN AFRICA REPORT,U,,33,REPORTS
1136,CIA-RDP82-00850R000100090014-6,JPRS ID: 8655  WORLDWIDE REPORT NARCOTICS AND DANGEROUS DRUGS,U,,107,REPORTS
1137,CIA-RDP82-00850R000100090015-5,JPRS ID: 8656  WEST EUROPE REPORT,U,,38,REPORTS
1138,CIA-RDP82-00850R000100090016-4,"JPRS ID: 8657  EAST EUROPE REPORT POLITICAL, SOCIOLOGICAL AND MILITARY AFFAIRS",U,,16,REPORTS
1139,CIA-RDP82-00850R000100090017-3,JPRS ID: 8658  SOUTH AND EAST ASIA REPORT,U,,17,REPORTS
1140,CIA-RDP82-00850R000100090018-2,JPRS ID: 8659  USSR REPORT MILITARY AFFAIRS,U,,27,REPORTS
1141,CIA-RDP82-00850R000100090019-1,JPRS ID: 8660  USSR REPORT ELECTRONICS AND ELECTRICAL ENGINEERING,U,,89,REPORTS
1142,CIA-RDP82-00850R000100090020-9,JPRS ID: 8661  NEAR EAST/NORTH AFRICA REPORT,U,,33,REPORTS
1143,CIA-RDP82-00850R000100090021-8,JPRS ID: 8662  TRANSLATION PRICES IN THE MECHANISM OF ECONOMIC COOPERATION OF THE CEMA-MEMBER COUNTR,U,,140,REPORTS
1144,CIA-RDP82-00850R000100090022-7,"JPRS ID: 8663  WORLDWIDE REPORT TELECOMMUNICATIONS POLICY, RESEARCH AND DEVELOPMENT",U,,35,REPORTS
1145,CIA-RDP82-00850R000100090023-6,JPRS ID: 8664  EAST EUROPE REPORT SCIENTIFIC AFFAIRS,U,,28,REPORTS
1146,CIA-RDP82-00850R000100090024-5,JPRS ID: 8665  WORLDWIDE REPORT NARCOTICS AND DANGEROUS DRUGS,U,,77,REPORTS
1147,CIA-RDP82-00850R000100090025-4,"JPRS ID: 8666  TRANSLATION WORLD SPACE RESEARCH VOL.1, 1970-1973",U,,215,REPORTS
1148,CIA-RDP82-00850R000100090026-3,JPRS ID: 8667  NEAR EAST/NORTH AFRICA REPORT,U,,59,REPORTS
1149,CIA-RDP82-00850R000100090027-2,JPRS ID: 8668  JAPAN REPORT,U,,33,REPORTS
1150,CIA-RDP82-00850R000100090028-1,JPRS ID: 8669  USSR REPORT ENGINEERING AND EQUIPMENT,U,,25,REPORTS
1151,CIA-RDP82-00850R000100090029-0,"JPRS ID: 8670  USSR REPORT GEOPHYSICS, ASTRONOMY AND SPACE",U,,38,REPORTS
1152,CIA-RDP82-00850R000100090030-8,JPRS ID: 8671  WORLDWIDE REPORT NARCOTICS AND DANGEROUS DRUGS,U,,78,REPORTS
1153,CIA-RDP82-00850R000100090031-7,JPRS ID: 8672  WORLDWIDE REPORT NUCLEAR DEVELOPMENT AND PROLIFERATION,U,,29,REPORTS
1154,CIA-RDP82-00850R000100090032-6,JPRS ID: 8673  NEAR EAST/NORTH AFRICA REPORT,U,,26,REPORTS
1155,CIA-RDP82-00850R000100090033-5,JPRS ID: 8674  JAPAN REPORT,U,,31,REPORTS
1156,CIA-RDP82-00850R000100090034-4,JPRS ID: 8675  USSR REPORT ECONOMIC AFFAIRS,U,,36,REPORTS
1157,CIA-RDP82-00850R000100090035-3,JPRS ID: 8676  SUB-SAHARAN AFRICA REPORT,U,,28,REPORTS
1158,CIA-RDP82-00850R000100090036-2,JPRS ID: 8677  WEST EUROPE REPORT,U,,47,REPORTS
1159,CIA-RDP82-00850R000100090037-1,JPRS ID: 8678  USSR REPORT TRADE AND SERVICES,U,,44,REPORTS
1160,CIA-RDP82-00850R000100090038-0,JPRS ID: 8679  USSR REPORT RESOURCES,U,,66,REPORTS
1161,CIA-RDP82-00850R000100090039-9,JPRS ID: 8680  USSR REPORT ECONOMIC AFFAIRS,U,,70,REPORTS
1162,CIA-RDP82-00850R000100090040-7,JPRS ID: 8681  USSR REPORT MILITARY AFFAIRS,U,,30,REPORTS
1163,CIA-RDP82-00850R000100090041-6,"JPRS ID: 8682  USSR REPORT GEOPHYSICS, ASTRONOMY AND SPACE",U,,47,REPORTS
1164,CIA-RDP82-00850R000100090042-5,JPRS ID: 8683  USSR REPORT PHYSICS AND MATHEMATICS QUANTUM ELECTRONCS,U,,79,REPORTS
1165,CIA-RDP82-00850R000100090043-4,JPRS ID: 8684  NEAR EAST/NORTH AFRICA REPORT,U,,44,REPORTS
1166,CIA-RDP82-00850R000100090044-3,JPRS ID: 8685  LATIN AMERICA REPORT,U,,12,REPORTS
1167,CIA-RDP82-00850R000100090045-2,JPRS ID: 8686  WEST EUROPE REPORT,U,,63,REPORTS
1168,CIA-RDP82-00850R000100090046-1,JPRS ID: 8687  WORLDWIDE REPORT NARCOTICS AND DANGEROUS DRUGS,U,,97,REPORTS
1169,CIA-RDP82-00850R000100090047-0,JPRS ID: 8688  USSR REPORT POLITICAL AND SOCIOLOGICAL AFFAIRS,U,,35,REPORTS
1170,CIA-RDP82-00850R000100090048-9,JPRS ID: 8689  JAPAN REPORT,U,,23,REPORTS
1171,CIA-RDP82-00850R000100090049-8,JPRS ID: 8690  USSR REPORT MILITARY AFFAIRS,U,,39,REPORTS
1172,CIA-RDP82-00850R000100090050-6,JPRS ID: 8691  USSR REPORT MILITARY AFFAIRS TRAINING METHODS MANUAL FOR CIVIL DEFENSE SUPERVISORY AN,U,,162,REPORTS
1173,CIA-RDP82-00850R000100100001-8,JPRS ID: 8692  USSR REPORT POLITICAL AND SOCIOLOGICAL AFFAIRS,U,,44,REPORTS
1174,CIA-RDP82-00850R000100100002-7,JPRS ID: 8693  USSR REPORT INDUSTRIAL AFFAIRS,U,,29,REPORTS
1175,CIA-RDP82-00850R000100100003-6,JPRS ID: 8694  VIETNAM REPORT,U,,26,REPORTS
1176,CIA-RDP82-00850R000100100004-5,JPRS ID: 8695  NEAR EAST/NORTH AFRICA REPORT,U,,36,REPORTS
1177,CIA-RDP82-00850R000100100005-4,JPRS ID: 8696  LATIN AMERICA REPORT,U,,33,REPORTS
1178,CIA-RDP82-00850R000100100006-3,JPRS ID: 8697  WORLDWIDE REPORT NARCOTICS AND DANGEROUS DRUGS,U,,82,REPORTS
1179,CIA-RDP82-00850R000100100007-2,"JPRS ID: 8698  USSR REPORT CYBERNETICS, COMPUTERS AND AUTOMATION TECHNOLOGY",U,,91,REPORTS
1180,CIA-RDP82-00850R000100100008-1,JPRS ID: 8699  JAPAN REPORT,U,,59,REPORTS
1181,CIA-RDP82-00850R000100100009-0,JPRS ID: 8700  USSR REPORT RESOURCES,U,,66,REPORTS
1182,CIA-RDP82-00850R000100100010-8,"JPRS ID: 8701  WORLDWIDE REPORT TELECOMMUNICATIONS POLICY, RESEARCH AND DEVELOPMENT",U,,30,REPORTS
1183,CIA-RDP82-00850R000100100011-7,JPRS ID: 8702  WEST EUROPE REPORT,U,,58,REPORTS
1184,CIA-RDP82-00850R000100100012-6,JPRS ID: 8703  SUB-SAHARAN AFRICA REPORT,U,,38,REPORTS
1185,CIA-RDP82-00850R000100100013-5,JPRS ID: 8704  USSR REPORT PHYSICS AND MATHEMATICS,U,,131,REPORTS
1186,CIA-RDP82-00850R000100100014-4,JPRS ID: 8705  USSR REPORT MILITARY AFFAIRS,U,,60,REPORTS
1187,CIA-RDP82-00850R000100100015-3,JPRS ID: 8706  WORLDWIDE REPORT NARCOTICS AND DANGEROUS DRUGS,U,,49,REPORTS
1188,CIA-RDP82-00850R000100100016-2,JPRS ID: 8707  WEST EUROPE REPORT,U,,55,REPORTS
1189,CIA-RDP82-00850R000100100017-1,JPRS ID: 8708  NEAR EAST/NORTH AFRICA REPORT,U,,48,REPORTS
1190,CIA-RDP82-00850R000100100018-0,JPRS ID: 8709  USSR REPORT MILITARY AFFAIRS,U,,51,REPORTS
1191,CIA-RDP82-00850R000100100019-9,JPRS ID: 8710  JAPAN REPORT,U,,36,REPORTS
1192,CIA-RDP82-00850R000100100020-7,JPRS ID: 8711  USSR REPORT MILITARY AFFAIRS,U,,46,REPORTS
1193,CIA-RDP82-00850R000100100021-6,"JPRS ID: 8712  EAST EUROPE REPORT POLITICAL, SOCIOLOGICAL AND MILITARY AFFAIRS",U,,15,REPORTS
1194,CIA-RDP82-00850R000100100022-5,JPRS ID: 8713  USSR REPORT MILITARY AFFAIRS THE FINAL DEFEAT OF FASCIST GERMANY,U,,124,REPORTS
1195,CIA-RDP82-00850R000100100023-4,JPRS ID: 8714  USSR REPORT METEORLOGY AND HYDROLOGY,U,,179,REPORTS
1196,CIA-RDP82-00850R000100100024-3,JPRS ID: 8715  USSR REPORT BIOMEDICAL AND BEHAVIORAL SCIENCES,U,,129,REPORTS
1197,CIA-RDP82-00850R000100100025-2,JPRS ID: 8716  SUB-SAHARAN AFRICA REPORT,U,,54,REPORTS
1198,CIA-RDP82-00850R000100100026-1,JPRS ID: 8717  USSR REPORT MILITARY AFFAIRS,U,,178,REPORTS
1199,CIA-RDP82-00850R000100100027-0,JPRS ID: 8718  TRANSLATION EARTHQUAKES IN THE USSR IN 1973,U,,311,REPORTS
1200,CIA-RDP82-00850R000100100028-9,JPRS ID: 8719  WORLDWIDE REPORT NARCOTICS AND DANGEROUS DRUGS,U,,83,REPORTS
1201,CIA-RDP82-00850R000100100029-8,"JPRS ID: 8720  USSR REPORT CYBERNETICS, COMPUTERS AND AUTOMATION TECHNOLOGY",U,,66,REPORTS
1202,CIA-RDP82-00850R000100100030-6,JPRS ID: 8721  SUB-SAHARAN AFRICA REPORT,U,,40,REPORTS
1203,CIA-RDP82-00850R000100100031-5,JPRS ID: 8722  EAST EUROPE REPORT ECONOMIC AND INDUSTRIAL AFFAIRS,U,,27,REPORTS
1204,CIA-RDP82-00850R000100100032-4,JPRS ID: 8723  USSR REPORT MATERIALS SCIENCE AND METALLURGY,U,,39,REPORTS
1205,CIA-RDP82-00850R000100100033-3,JPRS ID: 8724  NEAR EAST/NORTH AFRICA REPORT,U,,36,REPORTS
1206,CIA-RDP82-00850R000100100034-2,JPRS ID: 8725  LATIN AMERICA REPORT,U,,18,REPORTS
1207,CIA-RDP82-00850R000100100035-1,JPRS ID: 8726  USSR REPORT MILITARY AFFAIRS,U,,37,REPORTS
1208,CIA-RDP82-00850R000100100036-0,"JPRS ID: 8727  USSR REPORT METEORLOGY AND HYDROLOGY NO.8, AUGUST 1979",U,,187,REPORTS
1209,CIA-RDP82-00850R000100100037-9,JPRS ID: 8728  USSR REPORT POLITICAL AND SOCIOLOGICAL AFFAIRS,U,,25,REPORTS
1210,CIA-RDP82-00850R000100100038-8,JPRS ID: 8729  USSR REPORT AGRICULTURE,U,,28,REPORTS
1211,CIA-RDP82-00850R000100100039-7,JPRS ID: 8730  WEST EUROPE REPORT,U,,29,REPORTS
1212,CIA-RDP82-00850R000100100040-5,JPRS ID: 8731  WORLDWIDE REPORT NARCOTICS AND DANGEROUS DRUGS,U,,49,REPORTS
1213,CIA-RDP82-00850R000200010001-7,JPRS ID: 8732  WORLDWIDE REPORT NUCLEAR DEVELOPMENT AND PROLIFERATION,U,,28,REPORTS
1214,CIA-RDP82-00850R000200100002-6,JPRS ID: 8733  NEAR EAST/NORTH AFRICA REPORT,U,,81,REPORTS
1215,CIA-RDP82-00850R000200010002-6,JPRS ID: 8733  NEAR EAST/NORTH AFRICA REPORT,U,,55,REPORTS
1216,CIA-RDP82-00850R000200010003-5,JPRS ID: 8734  JAPAN REPORT,U,,36,REPORTS
1217,CIA-RDP82-00850R000200100004-4,JPRS ID: 8735  USSR REPORT TRADE AND SERVICES,U,,50,REPORTS
1218,CIA-RDP82-00850R000200010004-4,JPRS ID: 8735  USSR REPORT TRADE AND SERVICES,U,,31,REPORTS
1219,CIA-RDP82-00850R000200010005-3,JPRS ID: 8736  SOUTH AND EAST ASIA REPORT,U,,30,REPORTS
1220,CIA-RDP82-00850R000200010006-2,JPRS ID: 8737  WORLDWIDE REPORT NUCLEAR DEVELOPMENT AND PROLIFERATION,U,,48,REPORTS
1221,CIA-RDP82-00850R000200100006-2,JPRS ID: 8737  WORLDWIDE REPORT NUCLEAR DEVELOPMENT AND PROLIFERATION,U,,50,REPORTS
1222,CIA-RDP82-00850R000200010007-1,JPRS ID: 8738  TRANSLATION INFRARED TECHNOLOGY AND OUTER SPACE BY YU. P. SAFRONOV AND YU. G. ANDRIAN,U,,232,REPORTS
1223,CIA-RDP82-00850R000200010008-0,JPRS ID: 8739  WEST EUROPE REPORT,U,,47,REPORTS
1224,CIA-RDP82-00850R000200100008-0,JPRS ID: 8739  WEST EUROPE REPORT,U,,9,REPORTS
1225,CIA-RDP82-00850R000200010009-9,JPRS ID: 8740  NEAR EAST/NORTH AFRICA REPORT,U,,31,REPORTS
1226,CIA-RDP82-00850R000200100010-7,JPRS ID: 8741  SUB-SAHARAN AFRICA REPORT,U,,187,REPORTS
1227,CIA-RDP82-00850R000200010010-7,JPRS ID: 8741  SUB-SAHARAN AFRICA REPORT,U,,63,REPORTS
1228,CIA-RDP82-00850R000200010011-6,"JPRS ID: 8742  USSR REPORT GEOPHYSICS, ASTRONOMY AND SPACE",U,,57,REPORTS
1229,CIA-RDP82-00850R000200100012-5,JPRS ID: 8743  EAST EUROPE REPORT SCIENTIFIC AFFAIRS,U,,46,REPORTS
1230,CIA-RDP82-00850R000200010012-5,JPRS ID: 8743  EAST EUROPE REPORT SCIENTIFIC AFFAIRS,U,,23,REPORTS
1231,CIA-RDP82-00850R000200010013-4,JPRS ID: 8744  TRANSLATION ELECTROMAGNETIC SHIELDING DESIGN FOR RADIO-ELECTRONIC EQUIPMENT,U,,205,REPORTS
1232,CIA-RDP82-00850R000200100014-3,JPRS ID: 8745  USSR REPORT POLITICAL AND SOCIOLOGICAL AFFAIRS,U,,92,REPORTS
1233,CIA-RDP82-00850R000200010014-3,JPRS ID: 8745  USSR REPORT POLITICAL AND SOCIOLOGICAL AFFAIRS,U,,26,REPORTS
1234,CIA-RDP82-00850R000200020001-6,JPRS ID: 8746  WORLDWIDE REPORT NARCOTICS AND DANGEROUS DRUGS,U,,63,REPORTS
1235,CIA-RDP82-00850R000200020002-5,JPRS ID: 8747  WEST EUROPE REPORT SCIENCE AND TECHNOLOGY,U,,64,REPORTS
1236,CIA-RDP82-00850R000200020003-4,JPRS ID: 8748  NEAR EAST/NORTH AFRICA REPORT,U,,41,REPORTS
1237,CIA-RDP82-00850R000200020004-3,JPRS ID: 8749  WEST EUROPE REPORT,U,,55,REPORTS
1238,CIA-RDP82-00850R000200020006-1,JPRS ID: 8750  USSR REPORT RESOURCES,U,,40,REPORTS
1239,CIA-RDP82-00850R000200020008-9,JPRS ID: 8751  TRANSLATION TECHNIQUES AND APPARATUS FOR REGIONAL  SEISMIC RESEARCH IN INACCESSIBLE A,U,,287,REPORTS
1240,CIA-RDP82-00850R000200020009-8,JPRS ID: 8752  TRANSLATION HANDBOOK FOR ENGINEER-ECONMISTS OF SHIPBUILDING ENTERPRISES,U,,289,REPORTS
1241,CIA-RDP82-00850R000200020010-6,JPRS ID: 8753  USSR REPORT CHEMISTRY,U,,68,REPORTS
1242,CIA-RDP82-00850R000200020011-5,JPRS ID: 8754  USSR REPORT TRADE AND SERVICES,U,,39,REPORTS
1243,CIA-RDP82-00850R000200020012-4,JPRS ID: 8755  WEST EUROPE REPORT,U,,55,REPORTS
1244,CIA-RDP82-00850R000200020013-3,JPRS ID: 8756  WORLDWIDE REPORT NARCOTICS AND DANGEROUS DRUGS,U,,64,REPORTS
1245,CIA-RDP82-00850R000200020015-1,JPRS ID: 8757  USSR REPORT INDUSTRIAL AFFAIRS,U,,23,REPORTS
1246,CIA-RDP82-00850R000200020016-0,JPRS ID: 8758  WEST EUROPE REPORT,U,,44,REPORTS
1247,CIA-RDP82-00850R000200020017-9,JPRS ID: 8759  NEAR EAST/NORTH AFRICA REPORT,U,,39,REPORTS
1248,CIA-RDP82-00850R000200020018-8,JPRS ID: 8760  JAPAN REPORT,U,,56,REPORTS
1249,CIA-RDP82-00850R000200020019-7,"JPRS ID: 8761  WORLDWIDE REPORT TELECOMMUNICATIONS POLICY, RESEARCH AND DEVELOPMENT",U,,38,REPORTS
1250,CIA-RDP82-00850R000200020020-5,JPRS ID: 8762  SUB-SAHARAN AFRICA REPORT,U,,32,REPORTS
1251,CIA-RDP82-00850R000200020022-3,JPRS ID: 8763  WEST EUROPE REPORT,U,,46,REPORTS
1252,CIA-RDP82-00850R000200020024-1,JPRS ID: 8764  WORLDWIDE REPORT NARCOTICS AND DANGEROUS DRUGS,U,,112,REPORTS
1253,CIA-RDP82-00850R000200020025-0,JPRS ID: 8765  WEST EUROPE REPORT,U,,65,REPORTS
1254,CIA-RDP82-00850R000200020026-9,JPRS ID: 8766  LATIN AMERICA REPORT,U,,35,REPORTS
1255,CIA-RDP82-00850R000200020027-8,JPRS ID: 8767  USSR REPORT TRADE AND SERVICES,U,,47,REPORTS
1256,CIA-RDP82-00850R000200020029-6,"JPRS ID: 8769  USSR REPORT GEOPHYSICS, ASTRONOMY AND SPACE",U,,91,REPORTS
1257,CIA-RDP82-00850R000200020032-2,JPRS ID: 8771  WORLDWIDE REPORT NUCLEAR DEVELOPMENT AND PROLIFERATION,U,,25,REPORTS
1258,CIA-RDP82-00850R000200020034-0,JPRS ID: 8773  NEAR EAST/NORTH AFRICA REPORT,U,,62,REPORTS
1259,CIA-RDP82-00850R000200020038-6,JPRS ID: 8776  TRANSLATION PREVIOUSLY UNPUBLISHED KOSYGIN SPEECHES,U,,120,REPORTS
1260,CIA-RDP82-00850R000200020040-3,JPRS ID: 8778  WEST EUROPE REPORT,U,,83,REPORTS
1261,CIA-RDP82-00850R000200020045-8,JPRS ID: 8781  NEAR EAST/NORTH AFRICA REPORT,U,,37,REPORTS
1262,CIA-RDP82-00850R000200020047-6,JPRS ID: 8783  SOUTH AND EAST ASIA REPORT,U,,19,REPORTS
1263,CIA-RDP82-00850R000200020049-4,JPRS ID: 8785  WEST EUROPE REPORT SCIENCE AND TECHNOLOGY,U,,34,REPORTS
1264,CIA-RDP82-00850R000200020051-1,JPRS ID: 8787  WEST EUROPE REPORT SCIENCE AND TECHNOLOGY,U,,75,REPORTS
1265,CIA-RDP82-00850R000200020055-7,JPRS ID: 8790  NEAR EAST/NORTH AFRICA REPORT,U,,61,REPORTS
1266,CIA-RDP82-00850R000200020058-4,JPRS ID: 8792  SUB-SAHARAN AFRICA REPORT,U,,68,REPORTS
1267,CIA-RDP82-00850R000200030004-2,JPRS ID: 8795  USSR REPORT ECONOMIC AFFAIRS,U,,41,REPORTS
1268,CIA-RDP82-00850R000200030007-9,JPRS ID: 8797  USSR REPORT RESOURCES,U,,67,REPORTS
1269,CIA-RDP82-00850R000200030009-7,JPRS ID: 8799  WORLDWIDE REPORT NARCOTICS AND DANGEROUS DRUGS,U,,78,REPORTS
1270,CIA-RDP82-00850R000200030011-4,JPRS ID: 8801  USSR REPORT PHYSICS AND MATHEMATICS QUANTUM ELECTRONCS,U,,61,REPORTS
1271,CIA-RDP82-00850R000200030014-1,JPRS ID: 8803  NEAR EAST/NORTH AFRICA REPORT,U,,64,REPORTS
1272,CIA-RDP82-00850R000200030018-7,JPRS ID: 8806  USSR REPORT BIOMEDICAL AND BEHAVIORAL SCIENCES,U,,90,REPORTS
1273,CIA-RDP82-00850R000200030020-4,JPRS ID: 8808  WEST EUROPE REPORT SCIENCE AND TECHNOLOGY,U,,24,REPORTS
1274,CIA-RDP82-00850R000200030022-2,JPRS ID: 8810  SUB-SAHARAN AFRICA REPORT,U,,47,REPORTS
1275,CIA-RDP82-00850R000200030024-0,JPRS ID: 8812  USSR REPORT MILITARY AFFAIRS,U,,242,REPORTS
1276,CIA-RDP82-00850R000200030027-7,JPRS ID: 8814  WEST EUROPE REPORT,U,,103,REPORTS
1277,CIA-RDP82-00850R000200030029-5,JPRS ID: 8816  USSR REPORT POLITICAL AND SOCIOLOGICAL AFFAIRS,U,,61,REPORTS
1278,CIA-RDP82-00850R000200030031-2,JPRS ID: 8818  LATIN AMERICA REPORT,U,,18,REPORTS
1279,CIA-RDP82-00850R000200030034-9,JPRS ID: 8820  USSR REPORT PHYSICS AND MATHEMATICS,U,,53,REPORTS
1280,CIA-RDP82-00850R000200030036-7,JPRS ID: 8822  JAPAN REPORT,U,,55,REPORTS
1281,CIA-RDP82-00850R000200030040-2,JPRS ID: 8824  WORLDWIDE REPORT NARCOTICS AND DANGEROUS DRUGS,U,,63,REPORTS
1282,CIA-RDP82-00850R000200030042-0,JPRS ID: 8826  WORLDWIDE REPORT NUCLEAR DEVELOPMENT AND PROLIFERATION,U,,29,REPORTS
1283,CIA-RDP82-00850R000200030046-6,JPRS ID: 8829  WEST EUROPE REPORT,U,,61,REPORTS
1284,CIA-RDP82-00850R000200030048-4,"JPRS ID: 8831  USSR REPORT CYBERNETICS, COMPUTERS AND AUTOMATION TECHNOLOGY",U,,184,REPORTS
1285,CIA-RDP82-00850R000200030049-3,JPRS ID: 8832  NEAR EAST/NORTH AFRICA REPORT,U,,54,REPORTS
1286,CIA-RDP82-00850R000200030051-0,JPRS ID: 8833  SUB-SAHARAN AFRICA REPORT,U,,95,REPORTS
1287,CIA-RDP82-00850R000200030053-8,JPRS ID: 8834  USSR REPORT INDUSTRIAL AFFAIRS,U,,48,REPORTS
1288,CIA-RDP82-00850R000200030054-7,JPRS ID: 8835  WEST EUROPE REPORT,U,,39,REPORTS
1289,CIA-RDP82-00850R000200030055-6,JPRS ID: 8836  USSR REPORT MATERIALS SCIENCE AND METALLURGY,U,,38,REPORTS
1290,CIA-RDP82-00850R000200040001-4,JPRS ID: 8837  JAPAN REPORT,U,,117,REPORTS
1291,CIA-RDP82-00850R000200040003-2,JPRS ID: 8839  WORLDWIDE REPORT NARCOTICS AND DANGEROUS DRUGS,U,,60,REPORTS
1292,CIA-RDP82-00850R000200040006-9,JPRS ID: 8841  USSR REPORT POLITICAL AND SOCIOLOGICAL AFFAIRS,U,,40,REPORTS
1293,CIA-RDP82-00850R000200040008-7,JPRS ID: 8843  USSR REPORT MILITARY AFFAIRS,U,,35,REPORTS
1294,CIA-RDP82-00850R000200040010-4,JPRS ID: 8845  TRANSLATION COSMODROME BY PROFESSOR A.P. VOL'SKIY,U,,312,REPORTS
1295,CIA-RDP82-00850R000200040012-2,JPRS ID: 8847  WEST EUROPE REPORT,U,,58,REPORTS
1296,CIA-RDP82-00850R000200040015-9,"JPRS ID: 8849  TRANSLATION INTRUMENTS AND SYSTEMS FOR MEASURING VIBRAION, NOISE AND SHOCK",U,,79,REPORTS
1297,CIA-RDP82-00850R000200040017-7,"JPRS ID: 8851  EAST EUROPE REPORT POLITICAL, SOCIOLOGICAL AND MILITARY AFFAIRS",U,,18,REPORTS
1298,CIA-RDP82-00850R000200040019-5,JPRS ID: 8853  SUB-SAHARAN AFRICA REPORT,U,,62,REPORTS
1299,CIA-RDP82-00850R000200040021-2,"JPRS ID: 8855  WORLDWIDE REPORT TELECOMMUNICATIONS POLICY, RESEARCH AND DEVELOPMENT",U,,17,REPORTS
1300,CIA-RDP82-00850R000200040023-0,JPRS ID: 8857  USSR REPORT CHEMISTRY,U,,41,REPORTS
1301,CIA-RDP82-00850R000200040025-8,JPRS ID: 8859  USSR REPORT ELECTRONICS AND ELECTRICAL ENGINEERING,U,,239,REPORTS
1302,CIA-RDP82-00850R000200040028-5,JPRS ID: 8861  USSR REPORT AGRICULTURE,U,,21,REPORTS
1303,CIA-RDP82-00850R000200040030-2,JPRS ID: 8863  WEST EUROPE REPORT,U,,48,REPORTS
1304,CIA-RDP82-00850R000200040034-8,JPRS ID: 8866  CHINA REPORT ECONOMIC AFFAIRS,U,,14,REPORTS
1305,CIA-RDP82-00850R000200040037-5,JPRS ID: 8868  WORLDWIDE REPORT NARCOTICS AND DANGEROUS DRUGS,U,,67,REPORTS
1306,CIA-RDP82-00850R000200040039-3,JPRS ID: 8870  USSR REPORT ECONOMIC AFFAIRS,U,,42,REPORTS
1307,CIA-RDP82-00850R000200040041-0,JPRS ID: 8872  NEAR EAST/NORTH AFRICA REPORT,U,,46,REPORTS
1308,CIA-RDP82-00850R000200040043-8,JPRS ID: 8874  WEST EUROPE REPORT,U,,65,REPORTS
1309,CIA-RDP82-00850R000200040045-6,"JPRS ID: 8876  USSR REPORT CYBERNETICS, COMPUTERS AND AUTOMATION TECHNOLOGY",U,,206,REPORTS
1310,CIA-RDP82-00850R000200040047-4,JPRS ID: 8878  JAPAN REPORT,U,,47,REPORTS
1311,CIA-RDP82-00850R000200040049-2,JPRS ID: 8880  WORLDWIDE REPORT NARCOTICS AND DANGEROUS DRUGS,U,,76,REPORTS
1312,CIA-RDP82-00850R000200040051-9,JPRS ID: 8882  USSR REPORT MILITARY AFFAIRS,U,,56,REPORTS
1313,CIA-RDP82-00850R000200040053-7,JPRS ID: 8884  NEAR EAST/NORTH AFRICA REPORT,U,,42,REPORTS
1314,CIA-RDP82-00850R000200040055-5,JPRS ID: 8886  WEST EUROPE REPORT SCIENCE AND TECHNOLOGY,U,,26,REPORTS
1315,CIA-RDP82-00850R000200040057-3,"JPRS ID: 8888  USSR REPORT METEORLOGY AND HYDROLOGY NO.11, OCTOBER 1979",U,,186,REPORTS
1316,CIA-RDP82-00850R000200040058-2,JPRS ID: 8889  USSR REPORT ENGINEERING AND EQUIPMENT,U,,122,REPORTS
1317,CIA-RDP82-00850R000200040059-1,"JPRS ID: 8890  NEAR EAST/NORTH AFRICA REPORT INTERVIEW WITH CARLOS, INTERNATIONAL TERRORIST",U,,43,REPORTS
1318,CIA-RDP82-00850R000200040060-9,JPRS ID: 8891  WEST EUROPE REPORT,U,,52,REPORTS
1319,CIA-RDP82-00850R000200040061-8,JPRS ID: 8892  KOREAN AFFAIRS REPORT,U,,30,REPORTS
1320,CIA-RDP82-00850R000200040062-7,JPRS ID: 8893  SUB-SAHARAN AFRICA REPORT,U,,102,REPORTS
1321,CIA-RDP82-00850R000200040063-6,JPRS ID: 8894  TRANSLATION SELECTED TRANSLATIONS ON THE PLANNING AND ADMINSTRATION OF THE SOVIET RES,U,,81,REPORTS
